doc_id,fuente,clase_real,clase_nombre,num_frases,p_full,pred_full,p_mean,p_max,p_min,p_top2,p_top3,p_first,p_w_mean,p_std,gap_peak_mean,agree_mean,agree_max,agree_top2,agree_first,p_no_top1,p_no_top2,p_no_top3,p_no_rand,drop_top1,drop_top2,drop_top3,drop_rand,flip_top1,flip_top2,flip_top3,flip_rand,frase_top1
AMA_10,Amarillismo Real (Prensa),0,No Amarillista,34,0.008135167881846428,0,0.5636847019195557,0.8147755265235901,0.25443387031555176,0.7989298701286316,0.7930663228034973,0.48365506529808044,0.4812642445364153,0.162250354886055,0.2510908246040344,0,0,0,1,0.013808093,0.015164646,0.015475813,0.0139137,-0.005672925,-0.0070294784,-0.0073406454,-0.0057785325,False,False,False,False,el reino
AMA_11,Amarillismo Real (Prensa),0,No Amarillista,15,0.1067587286233902,0,0.5006154179573059,0.9754915833473206,0.14015088975429535,0.9751395583152771,0.926031768321991,0.9747875332832336,0.44852251053290726,0.27996399998664856,0.47487616539001465,0,0,0,0,0.020578846,0.02027927,0.028815316,0.09368276,0.08617988,0.086479455,0.077943414,0.01307597,False,False,False,False,se reveló un impactante hallazgo en la vida marina
AMA_12,Amarillismo Real (Prensa),0,No Amarillista,18,0.0113833574578166,0,0.5724056363105774,0.9669939875602722,0.11705378443002701,0.9669939875602722,0.9646124839782715,0.9669939875602722,0.5537759905798536,0.2833748757839203,0.3945883512496948,0,0,0,0,0.022569032,0.028291069,0.02679561,0.020738877,-0.011185675,-0.01690771,-0.015412253,-0.00935552,False,False,False,False,Eclipse solar total
AMA_13,Amarillismo Real (Prensa),0,No Amarillista,15,0.0036603854969143867,0,0.455556720495224,0.8182603716850281,0.1989513486623764,0.765777051448822,0.7472248673439026,0.7101206183433533,0.4076301383534796,0.17789892852306366,0.3627036511898041,1,0,0,0,0.0062718247,0.0067827003,0.006467965,0.007085353,-0.0026114392,-0.0031223148,-0.0028075795,-0.0034249676,False,False,False,False,el megalodón
AMA_14,Amarillismo Real (Prensa),1,Amarillista,19,0.574860155582428,1,0.723257839679718,0.9913608431816101,0.37499380111694336,0.9913608431816101,0.9893791675567627,0.9913608431816101,0.7556237375756861,0.21078170835971832,0.2681030035018921,1,1,1,1,0.9939004,0.95781446,0.9015063,0.97625285,-0.41904026,-0.3829543,-0.32664615,-0.4013927,False,False,False,False,LA ONU ALERTA SOBRE MEGATERREMOTO EN MÉXICO Y EU EN LAS PROXIMAS *NUMBER* HORAS
AMA_15,Amarillismo Real (Prensa),1,Amarillista,17,0.5843958258628845,1,0.7130085229873657,0.9903790950775146,0.1850731074810028,0.9775034189224243,0.9658117294311523,0.9388943314552307,0.6726743282588351,0.24409276247024536,0.2773705720901489,1,1,1,1,0.5964466,0.17000657,0.18713951,0.9846149,-0.012050748,0.41438925,0.3972563,-0.40021908,False,True,True,False,Esto viene a destapar una mafia oculta pues siempre habíamos pensado que los taxis necesitaban este combustible para funcionar
AMA_16,Amarillismo Real (Prensa),0,No Amarillista,14,0.007737503852695227,0,0.5114985108375549,0.9574514031410217,0.11424211412668228,0.8903720378875732,0.8370373845100403,0.9574514031410217,0.44371268423774357,0.23076291382312775,0.4459528923034668,0,0,0,0,0.016571917,0.015530797,0.016085077,0.012157687,-0.008834412,-0.007793293,-0.008347573,-0.004420183,False,False,False,False,California obliga a poner paneles solares en las casas nuevas
AMA_17,Amarillismo Real (Prensa),0,No Amarillista,25,0.9489109516143799,1,0.7159755825996399,0.9925742149353027,0.308170884847641,0.9760153293609619,0.9698057174682617,0.923733115196228,0.6784381874791392,0.20276516675949097,0.27659863233566284,1,1,1,1,0.9503445,0.93725455,0.9420893,0.9895744,-0.0014335513,0.011656404,0.0068216324,-0.04066342,False,False,False,False,Ante la verdadera avalancha de mensajes que están llenando Facebook
AMA_18,Amarillismo Real (Prensa),0,No Amarillista,21,0.004940269980579615,0,0.5645323395729065,0.9558831453323364,0.02826089970767498,0.8828368782997131,0.8584880828857422,0.9558831453323364,0.42842407746497413,0.24779553711414337,0.39135080575942993,0,0,0,0,0.010079937,0.009286842,0.011626685,0.005853586,-0.005139667,-0.0043465723,-0.006686415,-0.0009133159,False,False,False,False,La NASA te invita a recorrer la Luna desde tu casa
AMA_19,Amarillismo Real (Prensa),1,Amarillista,24,0.0046038394793868065,0,0.5588482022285461,0.8801608681678772,0.24873678386211395,0.8780766129493713,0.8454070687294006,0.8759923577308655,0.5828678648379253,0.1715112328529358,0.32131266593933105,0,0,0,0,0.0063584074,0.011448002,0.010750304,0.006580264,-0.001754568,-0.006844163,-0.0061464645,-0.0019764244,False,False,False,False,hasta *NUMBER*º en algunas cuevas
AMA_20,Amarillismo Real (Prensa),0,No Amarillista,16,0.003702057059854269,0,0.4336128830909729,0.9167571067810059,0.05439864099025726,0.9160438776016235,0.8018806576728821,0.5735543370246887,0.30344923567822857,0.233489990234375,0.48314422369003296,1,0,0,0,0.0045131287,0.0041990946,0.003914437,0.0035921345,-0.0008110716,-0.00049703754,-0.00021237973,0.00010992261,False,False,False,False,así como los nuevos Pixel *NUMBER* y Pixel *NUMBER* XL
AMA_21,Amarillismo Real (Prensa),0,No Amarillista,23,0.09173280745744705,0,0.6086665987968445,0.9853217005729675,0.3505537211894989,0.9808139204978943,0.9720051884651184,0.6810426712036133,0.7006029942091506,0.18855740129947662,0.37665510177612305,0,0,0,0,0.19827802,0.18025178,0.17506911,0.17934595,-0.10654522,-0.08851897,-0.0833363,-0.08761314,False,False,False,False,*NUMBER* de los *NUMBER* empleados de The Square Market
AMA_22,Amarillismo Real (Prensa),1,Amarillista,19,0.8326264023780823,1,0.7537438869476318,0.988292396068573,0.19429358839988708,0.9852771759033203,0.9816920161247253,0.9476929903030396,0.7400212965964436,0.23578226566314697,0.23454850912094116,1,1,1,1,0.9570984,0.96919537,0.932273,0.93727654,-0.12447202,-0.13656896,-0.09964657,-0.10465014,False,False,False,False,LAS NOVEDADES DE ANDROID KIT KAT ES QUE SE PODRÁ COMER Android Kit Kat llega plagado de novedades
AMA_23,Amarillismo Real (Prensa),1,Amarillista,20,0.9859586358070374,1,0.6961635947227478,0.990675151348114,0.09831389039754868,0.9891306161880493,0.9832267761230469,0.9875861406326294,0.7028755091091657,0.2510698139667511,0.2945115566253662,1,1,1,1,0.9934388,0.9705522,0.7453828,0.9907178,-0.0074801445,0.01540643,0.24057585,-0.0047591925,False,False,False,False,Facebook poseerá las almas de sus usuarios a partir de *NUMBER* Entre las notificaciones que usuarios de Facebook han recibido en las últimas semanas
AMA_24,Amarillismo Real (Prensa),0,No Amarillista,16,0.020827826112508774,0,0.6859281063079834,0.9844940304756165,0.21739333868026733,0.9732518196105957,0.9602723121643066,0.9844940304756165,0.6989814930728504,0.23012803494930267,0.29856592416763306,0,0,0,0,0.12950471,0.12755188,0.100685425,0.066141024,-0.10867688,-0.10672405,-0.0798576,-0.045313198,False,False,False,False,Rechaza Facebook reporte del New York Times sobre manejo de datos
AMA_25,Amarillismo Real (Prensa),0,No Amarillista,24,0.012310354970395565,0,0.5991995334625244,0.9590715169906616,0.20230363309383392,0.9201443195343018,0.8992814421653748,0.8575556874275208,0.5956139791721267,0.1829843372106552,0.3598719835281372,0,0,0,0,0.01547348,0.01369986,0.013806996,0.029708559,-0.0031631254,-0.0013895053,-0.001496641,-0.017398205,False,False,False,False,el narcocorrido y el pasito duranguense pueden provoc
AMA_26,Amarillismo Real (Prensa),0,No Amarillista,18,0.003029303392395377,0,0.6236807107925415,0.9704772233963013,0.2510903775691986,0.9651516675949097,0.9590519070625305,0.9195334911346436,0.6541962927247321,0.24633623659610748,0.34679651260375977,0,0,0,0,0.0038868096,0.0036698303,0.0028747837,0.0032118142,-0.0008575062,-0.0006405269,0.00015451969,-0.00018251082,False,False,False,False,lanzan Nekso La aplicación
AMA_27,Amarillismo Real (Prensa),1,Amarillista,25,0.9035181999206543,1,0.6839781999588013,0.9793328642845154,0.3139173686504364,0.9734273552894592,0.9557878971099854,0.6926825642585754,0.6675471021557478,0.19495317339897156,0.2953546643257141,1,1,1,1,0.5420688,0.4595677,0.65512794,0.8526021,0.36144942,0.4439505,0.24839026,0.050916076,False,True,False,False,Y tiene ante sí una verdadera mina de oro
AMA_28,Amarillismo Real (Prensa),0,No Amarillista,13,0.0037803687155246735,0,0.5357000827789307,0.9363255500793457,0.021410970017313957,0.8583306074142456,0.8135818839073181,0.3277716636657715,0.382619927861147,0.22031715512275696,0.40062546730041504,0,0,0,1,0.006105074,0.0066455114,0.0065883794,0.0050881314,-0.0023247055,-0.0028651427,-0.0028080107,-0.0013077627,False,False,False,False,que ahora está prohibida
AMA_29,Amarillismo Real (Prensa),1,Amarillista,24,0.004838438238948584,0,0.5710234045982361,0.9750389456748962,0.1369178146123886,0.9674339294433594,0.9560263156890869,0.6950977444648743,0.6133955336149989,0.22307531535625458,0.40401554107666016,0,0,0,0,0.012563399,0.03043502,0.010649768,0.012124144,-0.007724961,-0.025596581,-0.0058113295,-0.0072857053,False,False,False,False,Facebook cobrará manejo de cuenta si no se cubre un mínimo de posts El conocido empresario Mark Zuckerberg anunció que
AMA_30,Amarillismo Real (Prensa),1,Amarillista,16,0.032866835594177246,0,0.6958327293395996,0.9666500091552734,0.4246359169483185,0.9573472142219543,0.9271082282066345,0.8385791778564453,0.7669636273979628,0.165574848651886,0.27081727981567383,0,0,0,0,0.17294413,0.23138428,0.20891379,0.22141841,-0.1400773,-0.19851744,-0.17604695,-0.18855157,False,False,False,False,También es posible que se nos escapen algunos seres inteligentes que aún no hayan desarrollado la tecnología necesaria para captar nuestras señales de radio o enviárnoslas a nosotros
AMA_31,Amarillismo Real (Prensa),0,No Amarillista,16,0.1714046150445938,0,0.675921618938446,0.9804636836051941,0.27619466185569763,0.975625216960907,0.9617047309875488,0.7545676231384277,0.631904625012357,0.21879498660564423,0.30454206466674805,0,0,0,0,0.679528,0.038242377,0.010277004,0.6107408,-0.5081234,0.13316223,0.16112761,-0.43933618,False,False,False,False,Y está próximos a endurecerse con las nuevas medidas que plantea con la llegada de iOS *NUMBER* y Mojave
AMA_32,Amarillismo Real (Prensa),1,Amarillista,18,0.5494399666786194,1,0.8791368007659912,0.9930287003517151,0.5125930905342102,0.9920796155929565,0.98819500207901,0.9911304712295532,0.9070497266238029,0.12227505445480347,0.11389189958572388,1,1,1,1,0.99200916,0.9869631,0.9914042,0.9909952,-0.4425692,-0.43752313,-0.4419642,-0.44155526,False,False,False,False,HI5 VUELVE A CONVERTIRSE EN LA RED SOCIAL MÁS POPULAR TRAS ESCÁNDALO DE FACEBOOK POR VENDER DATOS México
AMA_33,Amarillismo Real (Prensa),0,No Amarillista,14,0.002927012974396348,0,0.32660239934921265,0.5079061388969421,0.09439777582883835,0.5018938779830933,0.4893995225429535,0.34000009298324585,0.2933131751459009,0.1330932378768921,0.1813037395477295,1,0,0,1,0.006829231,0.0076132407,0.0072193067,0.0036780112,-0.003902218,-0.004686228,-0.0042922935,-0.00075099827,False,False,False,False,Abren sitio web con información de espacios en guarderías del IMSS en Juárez Juárez
AMA_34,Amarillismo Real (Prensa),0,No Amarillista,23,0.0038986578583717346,0,0.6920219659805298,0.9712925553321838,0.2476714551448822,0.9611341953277588,0.954613983631134,0.5597947239875793,0.7081017992892129,0.22739659249782562,0.27927058935165405,0,0,0,0,0.0134556,0.023425246,0.034911495,0.02620909,-0.009556942,-0.019526588,-0.031012837,-0.022310432,False,False,False,False,solamente gastaron *NUMBER* mil dólares
AMA_35,Amarillismo Real (Prensa),1,Amarillista,19,0.9832571148872375,1,0.725134015083313,0.9778631925582886,0.30197036266326904,0.9771718382835388,0.9699631333351135,0.9546827077865601,0.7196367904153794,0.19934947788715363,0.2527291774749756,1,1,1,1,0.9912134,0.9890465,0.9895661,0.9878885,-0.007956266,-0.005789399,-0.006308973,-0.0046314,False,False,False,False,Al rescate del laboratorio de Tesla Una iniciativa popular ha recaudado ya más de *NUMBER* euros para comprar el edificio donde trabajó el inventor
AMA_36,Amarillismo Real (Prensa),1,Amarillista,19,0.16197888553142548,0,0.7884889841079712,0.9892873764038086,0.40572264790534973,0.9879690408706665,0.9821636080741882,0.9866507053375244,0.8283650015529833,0.19391195476055145,0.2007983922958374,0,0,0,0,0.7674472,0.49306792,0.7386374,0.46114677,-0.6054683,-0.33108902,-0.5766585,-0.29916787,False,False,False,False,El FBI revela cómo logró desencriptar el iPhone de un terrorista sin la ayuda de Apple El FBI logró acceder al iPhone que usó uno de los atacantes del acto terrorista en San Bernardino
AMA_37,Amarillismo Real (Prensa),0,No Amarillista,19,0.20395581424236298,0,0.7676065564155579,0.9908656477928162,0.24309678375720978,0.9889992475509644,0.982088565826416,0.9045858383178711,0.8011439453752829,0.2503488063812256,0.2232590913772583,0,0,0,0,0.97050035,0.25889173,0.48562998,0.5892862,-0.7665445,-0.054935917,-0.28167415,-0.38533038,False,False,False,False,QUE NO HACE NADA PARA LOS ADICTOS A TRAER EL TELÉFONO EN LA MANO Internacional
AMA_38,Amarillismo Real (Prensa),1,Amarillista,21,0.9723038673400879,1,0.8455626964569092,0.9890717267990112,0.5784311294555664,0.9872621297836304,0.9847944378852844,0.9708996415138245,0.8944921281404781,0.13436749577522278,0.14350903034210205,1,1,1,1,0.9816176,0.9834457,0.9812166,0.966345,-0.009313762,-0.011141837,-0.008912742,0.005958855,False,False,False,False,fue el científico Barry DiGregorio que acusa a la Agencia espacial de ocultar vida en Marte
AMA_39,Amarillismo Real (Prensa),1,Amarillista,18,0.0035015130415558815,0,0.5516734719276428,0.9541071057319641,0.039518531411886215,0.8985610604286194,0.8689970970153809,0.809869110584259,0.45571846177042513,0.2460421621799469,0.4024336338043213,0,0,0,0,0.004992127,0.005525726,0.011071648,0.005419189,-0.0014906139,-0.0020242129,-0.0075701354,-0.0019176761,False,False,False,False,rememora esta economista de *NUMBER* años
AMA_40,Amarillismo Real (Prensa),1,Amarillista,21,0.9889230728149414,1,0.7678136229515076,0.9896811842918396,0.30915567278862,0.9894972443580627,0.9891495704650879,0.9896811842918396,0.7633096716620705,0.22343166172504425,0.22186756134033203,1,1,1,1,0.9892888,0.9784266,0.9727333,0.9887721,-0.0003657341,0.010496497,0.016189754,0.00015097857,False,False,False,False,El mundo vivirá tres días de completa oscuridad
AMA_41,Amarillismo Real (Prensa),0,No Amarillista,29,0.0046081081964075565,0,0.6588076949119568,0.9368528723716736,0.16402417421340942,0.9270473122596741,0.9166345000267029,0.6318899989128113,0.6942340745862606,0.17650268971920013,0.2780451774597168,0,0,0,0,0.006956917,0.013062964,0.014696581,0.006406513,-0.0023488086,-0.0084548555,-0.010088474,-0.0017984048,False,False,False,False,nos contó Rosco Pointdexter McFly
AMA_42,Amarillismo Real (Prensa),1,Amarillista,21,0.985352098941803,1,0.7239216566085815,0.9941264390945435,0.2129604071378708,0.9884995222091675,0.9866239428520203,0.9828726649284363,0.7656667518605117,0.25127261877059937,0.2702047824859619,1,1,1,1,0.9761385,0.9922299,0.8950665,0.9899422,0.009213626,-0.00687778,0.0902856,-0.004590094,False,False,False,False,Todo pura fiesta hasta que alguien acabe con la cabeza estampada en el suelo contra el bordillo de la acera al estilo de American History X
AMA_43,Amarillismo Real (Prensa),1,Amarillista,14,0.005351077299565077,0,0.5845939517021179,0.967300295829773,0.10090699791908264,0.9592686891555786,0.9378340840339661,0.5742849707603455,0.4826812129180182,0.2880479693412781,0.38270634412765503,0,0,0,0,0.007159557,0.0062931636,0.0068840547,0.006642251,-0.0018084799,-0.00094208634,-0.0015329774,-0.0012911735,False,False,False,False,cuyo nombre no ha sido revelado
AMA_44,Amarillismo Real (Prensa),1,Amarillista,22,0.622576117515564,1,0.741244375705719,0.989990234375,0.3741655647754669,0.9879368543624878,0.987252414226532,0.9858835339546204,0.769020152424657,0.2007438838481903,0.248745858669281,1,1,1,1,0.90896213,0.9581039,0.9558565,0.9845685,-0.286386,-0.33552778,-0.33328038,-0.36199236,False,False,False,False,quien junto a su mujer mató a *NUMBER* personas en un tiroteo en San Bernardino
AMA_45,Amarillismo Real (Prensa),0,No Amarillista,20,0.012958023697137833,0,0.6708971261978149,0.9717498421669006,0.33860665559768677,0.9680507183074951,0.9557918906211853,0.7741531133651733,0.6815242736540928,0.2069816291332245,0.3008527159690857,0,0,0,0,0.017189087,0.01485764,0.053522483,0.041206792,-0.0042310636,-0.0018996159,-0.04056446,-0.028248768,False,False,False,False,Los casos de personas a quienes el celular les ha explotado no son pocos
AMA_46,Amarillismo Real (Prensa),1,Amarillista,17,0.9682785868644714,1,0.7326069474220276,0.9799654483795166,0.28841057419776917,0.9798538684844971,0.979801595211029,0.7666493058204651,0.8176698383697032,0.20606255531311035,0.247358500957489,1,1,1,1,0.96634936,0.9476826,0.9107724,0.98605424,0.0019292235,0.020595968,0.057506204,-0.017775655,False,False,False,False,recuerde este papel recién publicado antes de susurrar desdeñosamente a usted mismo
AMA_47,Amarillismo Real (Prensa),0,No Amarillista,20,0.029278507456183434,0,0.5359699130058289,0.9850050210952759,0.029551692306995392,0.9850050210952759,0.9682247042655945,0.9850050210952759,0.4805119107965593,0.27052804827690125,0.449035108089447,0,0,0,0,0.5447193,0.44846982,0.020968568,0.25804868,-0.51544076,-0.4191913,0.00830994,-0.22877018,False,False,False,False,EL METRO DE LA CIUDAD DE MÉXICO TENDRÁ WI-FI GRATUITO
AMA_48,Amarillismo Real (Prensa),1,Amarillista,16,0.010003780946135521,0,0.6664069890975952,0.9797012805938721,0.022082453593611717,0.9784690737724304,0.9774515628814697,0.9502087235450745,0.6733522582992886,0.31401410698890686,0.31329429149627686,0,0,0,0,0.060975,0.015473581,0.018675609,0.4365686,-0.050971217,-0.0054698,-0.008671828,-0.4265648,False,False,False,False,aunque la empresa se defiende diciendo que éstos no sufren ya que son mudos desde su nacimiento y no se les hace ninguna operación
AMA_49,Amarillismo Real (Prensa),0,No Amarillista,19,0.009479685686528683,0,0.5599192380905151,0.9887669682502747,0.081161729991436,0.9877235293388367,0.9222171306610107,0.9866800904273987,0.5746076335407204,0.2217658907175064,0.4288477301597595,0,0,0,0,0.008748803,0.010002564,0.0101490095,0.028397856,0.0007308824,-0.000522878,-0.00066932384,-0.018918172,False,False,False,False,La caída de WhatsApp afecta a medio mundo Si durante la mañana de este viernes ha observado que no le llegaban mensajes de WhatsApp
AMA_50,Amarillismo Real (Prensa),0,No Amarillista,25,0.5664320588111877,1,0.7177255153656006,0.9954668283462524,0.20929720997810364,0.9877063035964966,0.9831941723823547,0.979945719242096,0.7484670579957668,0.2173062115907669,0.27774131298065186,1,1,1,1,0.9776744,0.99258786,0.9887115,0.92651564,-0.41124237,-0.4261558,-0.42227942,-0.36008358,False,False,False,False,La CNN utiliza imágenes de Murcia para mostrar la devastación del huracán Irma EL ALCALDE DE LA CIUDAD
AMA_51,Amarillismo Real (Prensa),0,No Amarillista,17,0.018571162596344948,0,0.7300734519958496,0.9882779717445374,0.2569417357444763,0.9744918346405029,0.9695485234260559,0.9607057571411133,0.7563856864688919,0.2321471869945526,0.25820451974868774,0,0,0,0,0.09974386,0.1601377,0.081672005,0.22243883,-0.0811727,-0.14156653,-0.063100845,-0.20386766,False,False,False,False,el día de ayer explotó la batería de un iPhone dentro de la Apple Store de la calle Colón en Valencia
AMA_52,Amarillismo Real (Prensa),0,No Amarillista,10,0.9821639060974121,1,0.6560695171356201,0.9902319312095642,0.1530175507068634,0.9902315139770508,0.9887454509735107,0.7135825753211975,0.6461808246847361,0.3218611478805542,0.3341624140739441,1,1,1,1,0.9703634,0.97278225,0.9492971,0.9912661,0.011800528,0.009381652,0.032866836,-0.009102166,False,False,False,False,vulnerabilidad flagrante y evidente del derecho constitucional a bajarse el disco que uno quiera y comprarlo solo si la economía se lo permite
AMA_53,Amarillismo Real (Prensa),1,Amarillista,22,0.00577475456520915,0,0.7043478488922119,0.9771158695220947,0.28007638454437256,0.972575306892395,0.9697108268737793,0.9680346846580505,0.7113833237660055,0.22515244781970978,0.2727680206298828,0,0,0,0,0.022595711,0.014568717,0.018196981,0.024736978,-0.016820956,-0.008793963,-0.012422226,-0.018962223,False,False,False,False,muy por encima del *NUMBER* por ciento que ostenta Hi5
AMA_54,Amarillismo Real (Prensa),0,No Amarillista,16,0.00667352881282568,0,0.5295403599739075,0.9254217743873596,0.04237355664372444,0.8888928890228271,0.8724530339241028,0.5048086047172546,0.48082649397671734,0.25282034277915955,0.39588141441345215,0,0,0,0,0.010325214,0.010911705,0.0106096435,0.014555236,-0.003651685,-0.004238176,-0.0039361147,-0.0078817075,False,False,False,False,por el impacto de un asteroide que revolucionó el clima
AMA_55,Amarillismo Real (Prensa),1,Amarillista,17,0.1992204636335373,0,0.7458298802375793,0.9909706115722656,0.325449138879776,0.986639142036438,0.9836639761924744,0.9496756792068481,0.7466343859057177,0.23448455333709717,0.24514073133468628,0,0,0,0,0.09811831,0.2947077,0.3583342,0.079818,0.10110215,-0.09548722,-0.15911375,0.11940246,False,False,False,False,El Holy Match sucede cuando dos personas se han mandado al cielo mutuamente
AMA_56,Amarillismo Real (Prensa),1,Amarillista,23,0.043155647814273834,0,0.705605149269104,0.9808195233345032,0.2505199909210205,0.9780119061470032,0.9559778571128845,0.9752042889595032,0.723052793202248,0.19375549256801605,0.27521437406539917,0,0,0,0,0.36211166,0.14380443,0.06139301,0.15140416,-0.31895602,-0.10064878,-0.018237364,-0.10824851,False,False,False,False,Tendremos otra Era de Hielo en *NUMBER* según los científicos Ayer
AMA_57,Amarillismo Real (Prensa),1,Amarillista,26,0.993477463722229,1,0.7170776724815369,0.991942286491394,0.3118804693222046,0.9915732145309448,0.9909384250640869,0.9896687865257263,0.7655459815305284,0.19516047835350037,0.2748646140098572,1,1,1,1,0.9950245,0.9945208,0.98846275,0.99293,-0.0015470386,-0.0010433197,0.0050147176,0.00054746866,False,False,False,False,Anuncia Facebook que ahora sólo aceptará un número limitado de selfies por día Mark Zuckerberg
AMA_58,Amarillismo Real (Prensa),1,Amarillista,24,0.03622894361615181,0,0.7591469883918762,0.9757212400436401,0.33587390184402466,0.968703031539917,0.9612607955932617,0.9065664410591125,0.8383213408163461,0.16166600584983826,0.21657425165176392,0,0,0,0,0.63604397,0.6929937,0.78150576,0.58383775,-0.599815,-0.65676475,-0.7452768,-0.5476088,False,False,False,False,las empresas Unilever y Procter & Gamble han levantado la mano y prometen unir esfuerzos para que esas comunidades y el planeta entero ya no sufra de hambre
AMA_59,Amarillismo Real (Prensa),0,No Amarillista,18,0.32296639680862427,0,0.6310901641845703,0.9933933615684509,0.31970375776290894,0.9910423755645752,0.9758706092834473,0.9886914491653442,0.6547201018500348,0.22170421481132507,0.3623031973838806,0,0,0,0,0.9836061,0.009497808,0.01033061,0.5057085,-0.6606397,0.31346858,0.31263578,-0.18274212,False,False,False,False,WHATSAPP INCLUIRÁ LA BANDERA DE DAESH EN SU PRÓXIMA ACTUALIZACIÓN La bandera de Catalunya también estará en WhatsApp Durante las últimas actualizaciones de WhatsApp
