Etiqueta,SBERT_mean,SBERT_max,SBERT_p90,SBERT_var,CNN-SBERT_mean,CNN-SBERT_max,CNN-SBERT_p90,CNN-SBERT_var,BLSTM-SBERT_mean,BLSTM-SBERT_max,BLSTM-SBERT_p90,BLSTM-SBERT_var,Attention-SBERT_mean,Attention-SBERT_max,Attention-SBERT_p90,Attention-SBERT_var
0,0.9018508195877075,0.9193096160888672,0.9150640964508057,0.0001674597879173234,0.9448476433753967,0.9558102488517761,0.9520030617713928,4.765854828292504e-05,0.9198639988899231,0.9562112092971802,0.9430806636810303,0.00045609031803905964,0.917669951915741,0.9381192922592163,0.9315675497055054,0.00016961265646386892
0,0.9293416738510132,0.9662872552871704,0.9566803574562073,0.0007113600731827319,0.9533588290214539,0.9672631025314331,0.9647192358970642,8.568487828597426e-05,0.9277248382568359,0.9584753513336182,0.9564226269721985,0.0007496342295780778,0.9318931698799133,0.960769772529602,0.9563840627670288,0.0003832526272162795
0,0.9018309116363525,0.9475868344306946,0.9410383701324463,0.0015254445606842637,0.9348850250244141,0.9605676531791687,0.955644965171814,0.0005154330283403397,0.9176559448242188,0.9612646102905273,0.9530189037322998,0.0008145796018652618,0.9053359627723694,0.9498417973518372,0.9430834054946899,0.001123804715462029
1,0.8867828249931335,0.955291748046875,0.9187710881233215,0.0008347336552105844,0.9409252405166626,0.9593908786773682,0.9508331418037415,6.0284495702944696e-05,0.9124293327331543,0.9681582450866699,0.9398573040962219,0.0005618995055556297,0.8971872925758362,0.9620871543884277,0.9279156923294067,0.0006676017655991018
1,0.9018164873123169,0.9509812593460083,0.9422127604484558,0.000804635405074805,0.9404274225234985,0.9679930210113525,0.9568402171134949,0.00020301823678892106,0.9223579168319702,0.962060272693634,0.9530169367790222,0.000678103941027075,0.9042669534683228,0.9526015520095825,0.9402728080749512,0.0008578812121413648
1,0.8708108067512512,0.9270389676094055,0.9110223054885864,0.0013937089825049043,0.9386813044548035,0.9606524705886841,0.9519132971763611,0.0001119460939662531,0.918271541595459,0.9574916958808899,0.9420707821846008,0.0005675714346580207,0.9012700319290161,0.9492044448852539,0.9268511533737183,0.0005631404346786439
0,0.9225348234176636,0.941190779209137,0.9336636066436768,0.00012377793609630316,0.9490671157836914,0.9552257061004639,0.9514890909194946,6.927270533196861e-06,0.9288257360458374,0.9487841129302979,0.9434598088264465,0.00022857279691379517,0.924569308757782,0.9416528940200806,0.9412904977798462,0.0002588510396890342
0,0.8944774270057678,0.9412935972213745,0.9236741065979004,0.0007520320941694081,0.9387813210487366,0.9583467841148376,0.9530135989189148,0.00019941077334806323,0.9197913408279419,0.9498493671417236,0.9416933059692383,0.0003727294388227165,0.9047803282737732,0.944776713848114,0.9323877692222595,0.0006612304132431746
0,0.9257816076278687,0.9388582706451416,0.9348723888397217,9.981445327866822e-05,0.9539146423339844,0.9623963832855225,0.9609556198120117,2.057278652500827e-05,0.9229987859725952,0.9371203780174255,0.93645179271698,0.00017095732619054615,0.9223678708076477,0.9353213310241699,0.9338628649711609,0.00014607315824832767
1,0.8064578175544739,0.9390364289283752,0.9155964255332947,0.009092667140066624,0.9187347888946533,0.9648252725601196,0.9528793096542358,0.0006997808814048767,0.8620628118515015,0.9478266835212708,0.9381305575370789,0.0034421253949403763,0.8586751222610474,0.9422659277915955,0.9349669218063354,0.0032124097924679518
1,0.8604809641838074,0.9650494456291199,0.9341924786567688,0.004126090556383133,0.9294642806053162,0.9726170301437378,0.9528998732566833,0.00044443365186452866,0.8925844430923462,0.9652665853500366,0.9437738060951233,0.002282321685925126,0.8864496946334839,0.9605184197425842,0.9381579160690308,0.0018646670505404472
0,0.7680684924125671,0.9760150909423828,0.9055454134941101,0.009527494199573994,0.9060452580451965,0.9895206689834595,0.9530971646308899,0.0009555474389344454,0.8706865310668945,0.9959341883659363,0.9625353813171387,0.0034864074550569057,0.8583120703697205,0.9952806234359741,0.9492282271385193,0.0036722926888614893
0,0.9245886206626892,0.9716328978538513,0.9442228078842163,0.00034010273520834744,0.9511361718177795,0.9682278633117676,0.9596306085586548,6.686827691737562e-05,0.9326896667480469,0.9749029874801636,0.9499956369400024,0.00026733678532764316,0.9224380254745483,0.9710002541542053,0.9424711465835571,0.0002895025536417961
1,0.9060243964195251,0.94864821434021,0.9314686059951782,0.000443166121840477,0.9450390934944153,0.9614042639732361,0.9564131498336792,9.542713814880699e-05,0.9225620627403259,0.9512022733688354,0.945564329624176,0.00036585505586117506,0.9113713502883911,0.9468533992767334,0.9327086210250854,0.00035000304342247546
0,0.8782231211662292,0.9251116514205933,0.9121642708778381,0.0008430153829976916,0.937534511089325,0.9576035737991333,0.9485688805580139,8.048165909713134e-05,0.9141122698783875,0.9551012516021729,0.9392260313034058,0.0006375671364367008,0.8957772850990295,0.9371316432952881,0.9207476377487183,0.0007037203758955002
1,0.8901942372322083,0.9280311465263367,0.9180806279182434,0.0006400219863280654,0.9425733685493469,0.9574499130249023,0.9524382948875427,6.359113467624411e-05,0.9181565642356873,0.9521106481552124,0.9406642317771912,0.0003971222904510796,0.9065669775009155,0.9400654435157776,0.9317120909690857,0.0004572314501274377
1,0.9119028449058533,0.9543524980545044,0.9375523924827576,0.00046022358583286405,0.9496267437934875,0.965435266494751,0.9593024253845215,5.932160638622008e-05,0.930801510810852,0.9677038788795471,0.9502171277999878,0.00023115247313398868,0.9193551540374756,0.956679105758667,0.9415628910064697,0.00030027536558918655
1,0.8692448139190674,0.9452630877494812,0.9174865484237671,0.0021578697487711906,0.9317930936813354,0.9618210196495056,0.9489701986312866,0.00047196808736771345,0.9087140560150146,0.9586519002914429,0.9415605664253235,0.000847530725877732,0.8962510824203491,0.9455751180648804,0.9255921244621277,0.0008370484574697912
1,0.8969694972038269,0.9461464881896973,0.940057635307312,0.001122247544117272,0.9428487420082092,0.9644510746002197,0.9601371884346008,0.00016080515342764556,0.9299572706222534,0.9694688320159912,0.9549248218536377,0.0005020461394451559,0.917544960975647,0.9552866816520691,0.9465271830558777,0.0005144281312823296
1,0.8703479766845703,0.9514663815498352,0.9206411242485046,0.002524628536775708,0.9370542764663696,0.9687966108322144,0.9566701650619507,0.0003467833739705384,0.9105160236358643,0.9714952111244202,0.9459389448165894,0.0008928285678848624,0.8923615217208862,0.9582998752593994,0.9301086068153381,0.0012069703079760075
1,0.923644483089447,0.9561220407485962,0.9448632597923279,0.0003876251576002687,0.9474192261695862,0.9582943916320801,0.9555050134658813,4.289429125492461e-05,0.9419752955436707,0.9665974378585815,0.9615134596824646,0.00032613016082905233,0.9289698600769043,0.9577971696853638,0.946577250957489,0.0003098514280281961
0,0.8942684531211853,0.9402716755867004,0.9140483140945435,0.0004125614941585809,0.9407445192337036,0.9563396573066711,0.9533822536468506,0.00011622464808169752,0.9211150407791138,0.9587041139602661,0.9459995031356812,0.0004315126861911267,0.9136242270469666,0.9504958987236023,0.9326367378234863,0.00026808225084096193
1,0.8992977142333984,0.9347425699234009,0.9207417964935303,0.0003635493922047317,0.9491465091705322,0.9632072448730469,0.958317220211029,6.568027311004698e-05,0.9270803928375244,0.9468395709991455,0.9439821243286133,0.000212325801840052,0.9152186512947083,0.9409900307655334,0.9281778931617737,0.00020000779477413744
1,0.8573470115661621,0.9300035834312439,0.9178734421730042,0.003652437822893262,0.9308266043663025,0.958999514579773,0.9532379508018494,0.00036784447729587555,0.9003131985664368,0.9546317458152771,0.9484817981719971,0.0024131909012794495,0.8948068618774414,0.9430397152900696,0.9396008849143982,0.0012505985796451569
1,0.8753541111946106,0.9757422208786011,0.9376764297485352,0.0032309656962752342,0.9375934600830078,0.9725173115730286,0.9578991532325745,0.00046434556134045124,0.9158526659011841,0.9659373164176941,0.948807418346405,0.0009286358836106956,0.8954467177391052,0.9688121676445007,0.9384839534759521,0.001694934326224029
1,0.8304290175437927,0.9382960200309753,0.9171322584152222,0.010309332050383091,0.9186487197875977,0.9665395021438599,0.9540894031524658,0.0018131581600755453,0.8913015723228455,0.9464507699012756,0.9350185394287109,0.001852871268056333,0.882108747959137,0.9404641389846802,0.9313548803329468,0.0020595926325768232
0,0.9269355535507202,0.9726420640945435,0.9616543650627136,0.0008050125325098634,0.9491429328918457,0.9658186435699463,0.962583065032959,9.13715994101949e-05,0.9314556121826172,0.972867488861084,0.9568473100662231,0.0005185033660382032,0.921309769153595,0.9710703492164612,0.9618052244186401,0.0009838346159085631
1,0.8168224692344666,0.9588459134101868,0.8825923204421997,0.0029442068189382553,0.9109442234039307,0.9632083773612976,0.9365372657775879,0.0005393768078647554,0.8792147040367126,0.9627285599708557,0.9112536907196045,0.001091469544917345,0.8683006167411804,0.9562835693359375,0.9168013334274292,0.0012565728975459933
1,0.9134407043457031,0.9564496278762817,0.936660885810852,0.0004183232958894223,0.9490380883216858,0.9638401865959167,0.9585951566696167,5.899140887777321e-05,0.9175481796264648,0.9639984965324402,0.9497361779212952,0.0010509452549740672,0.91828852891922,0.9607232809066772,0.9425399303436279,0.0006509993690997362
0,0.8987303972244263,0.9367504119873047,0.9176791906356812,0.00030946871265769005,0.9457563757896423,0.9609360098838806,0.9570127725601196,7.308404019568115e-05,0.9277374744415283,0.9583715200424194,0.9516850709915161,0.000483274576254189,0.9140381217002869,0.9438784718513489,0.9377261400222778,0.0005519887781701982
1,0.7942954897880554,0.9614190459251404,0.879906415939331,0.004394645802676678,0.9132767915725708,0.9632260203361511,0.9388155937194824,0.0004527944256551564,0.8645358681678772,0.974647581577301,0.9085912704467773,0.001604815130122006,0.859114408493042,0.9669634103775024,0.9079613089561462,0.0018116867868229747
1,0.9195658564567566,0.943243145942688,0.9371576309204102,0.0002046072913799435,0.9541587829589844,0.9608081579208374,0.9562954902648926,1.1932034794881474e-05,0.9377642869949341,0.9535871744155884,0.9498686790466309,0.00010089711577165872,0.9289177060127258,0.9580717086791992,0.9409448504447937,0.00017673395632300526
1,0.9031047224998474,0.9357449412345886,0.9334383010864258,0.0011791195720434189,0.9474861025810242,0.9617570638656616,0.9580037593841553,8.117542165564373e-05,0.912091076374054,0.9372595548629761,0.9359169602394104,0.0006691860035061836,0.9036238789558411,0.9304169416427612,0.9290900230407715,0.0006710228626616299
1,0.8902243971824646,0.9462447762489319,0.9193141460418701,0.0007855663425289094,0.9420299530029297,0.9590961933135986,0.9509161114692688,6.718315125908703e-05,0.9039257168769836,0.9412885308265686,0.934657096862793,0.0007726328331045806,0.9003313779830933,0.950869619846344,0.9276702404022217,0.0006350338808260858
1,0.9071413278579712,0.9505160450935364,0.9367411136627197,0.0005724439979530871,0.9465316534042358,0.9609792232513428,0.9547631740570068,5.7695931900525466e-05,0.9298450350761414,0.9646798968315125,0.9529638290405273,0.0005170896183699369,0.9176731705665588,0.9554474949836731,0.9434711933135986,0.0004302193410694599
0,0.8768646121025085,0.9306245446205139,0.9291788935661316,0.0019152290187776089,0.9418126344680786,0.9609642028808594,0.9554736614227295,0.00013858020247425884,0.8824238181114197,0.9407393932342529,0.9360172748565674,0.00182526302523911,0.8795871138572693,0.9301531314849854,0.9264349341392517,0.001565937651321292
0,0.9103944301605225,0.9506292939186096,0.9366545677185059,0.0005264754872769117,0.9463633298873901,0.9635074138641357,0.9568484425544739,8.603274181950837e-05,0.9330715537071228,0.9689955711364746,0.9594194889068604,0.00034307761234231293,0.9236536026000977,0.9593112468719482,0.9442234039306641,0.0002914073702413589
1,0.9023978114128113,0.9619301557540894,0.9305832982063293,0.0005245420034043491,0.9436522722244263,0.9600263237953186,0.953987717628479,6.694759213132784e-05,0.9231758117675781,0.9613352417945862,0.9465283155441284,0.0003926608187612146,0.9096231460571289,0.9608412384986877,0.9339881539344788,0.0004048588452860713
0,0.95243239402771,0.9588958024978638,0.9578256607055664,1.983458969334606e-05,0.957268238067627,0.9629255533218384,0.9613326191902161,1.1533861652424093e-05,0.948818027973175,0.955852746963501,0.9543306231498718,4.6167842810973525e-05,0.949347198009491,0.95674067735672,0.9548788070678711,1.7981134078581817e-05
1,0.8300329446792603,0.922385573387146,0.9175890684127808,0.005951182451099157,0.9240310788154602,0.9583995342254639,0.9549244046211243,0.0006341515691019595,0.8477507829666138,0.9208035469055176,0.9170182943344116,0.00415776576846838,0.859889805316925,0.9297809600830078,0.92165607213974,0.003432163503021002
1,0.8677065968513489,0.9352068305015564,0.8993509411811829,0.0007650540792383254,0.9327453374862671,0.9623062610626221,0.9463080167770386,0.0001678099506534636,0.9190166592597961,0.9639074802398682,0.9460040330886841,0.0004591668548528105,0.897296667098999,0.9436026215553284,0.9241609573364258,0.0006111383554525673
0,0.8928275108337402,0.9449197053909302,0.9313791394233704,0.0011046800063923001,0.9446578621864319,0.9639167785644531,0.9614357352256775,0.00017363435472361743,0.9211326241493225,0.9515442848205566,0.9468584656715393,0.00043709034798666835,0.9113444089889526,0.9422783851623535,0.9400844573974609,0.0005578598356805742
1,0.9010908007621765,0.9647517204284668,0.9406054019927979,0.001012116321362555,0.9455068111419678,0.965576171875,0.9583431482315063,0.00014284961798693985,0.9285914301872253,0.9673780202865601,0.9539845585823059,0.0004545866104308516,0.9121439456939697,0.9637512564659119,0.9437987804412842,0.0008028659503906965
0,0.9258951544761658,0.9562487602233887,0.9467737674713135,0.00046783548896200955,0.9521739482879639,0.9596316814422607,0.9585062265396118,2.6582752980175428e-05,0.9361644387245178,0.9645506143569946,0.9480655193328857,0.00017027489957399666,0.9275712966918945,0.9582152962684631,0.947478175163269,0.0004216820525471121
1,0.8858208656311035,0.9372546076774597,0.916385293006897,0.0005738413310609758,0.9393776059150696,0.9632580280303955,0.9530224204063416,0.00011005945270881057,0.9030733704566956,0.9499120116233826,0.9365872144699097,0.001214294694364071,0.8949021697044373,0.9464331269264221,0.9276689887046814,0.0009919534204527736
1,0.8780950307846069,0.9764147400856018,0.9261705279350281,0.00247381255030632,0.9362935423851013,0.9737210273742676,0.9571460485458374,0.0003723667759913951,0.8977088928222656,0.971656858921051,0.9426103830337524,0.002138531534001231,0.894160807132721,0.9657983183860779,0.9335977435112,0.0016488356050103903
0,0.8655932545661926,0.9312466382980347,0.918412446975708,0.0017775723244994879,0.9269545674324036,0.9590286016464233,0.9545362591743469,0.0004803638148587197,0.8964981436729431,0.9531374573707581,0.9347591400146484,0.0012848717160522938,0.8862384557723999,0.9466972947120667,0.9297454357147217,0.0011718303430825472
1,0.880915641784668,0.938068151473999,0.9199764728546143,0.0009954724228009582,0.9370324611663818,0.957198977470398,0.9494720697402954,0.00013276335084810853,0.8954906463623047,0.9568440914154053,0.9328519105911255,0.001475880155339837,0.8893620371818542,0.9426974058151245,0.9241798520088196,0.0012674476020038128
1,0.840410053730011,0.9374369382858276,0.9283840656280518,0.0029986118897795677,0.9256150722503662,0.9598612189292908,0.9557069540023804,0.0003678273060359061,0.8894369602203369,0.9573996663093567,0.948260486125946,0.0018130438402295113,0.8769469261169434,0.9534503221511841,0.9400930404663086,0.0018200228223577142
1,0.9127122759819031,0.9500082731246948,0.9359754920005798,0.00031960493652150035,0.9422550201416016,0.9595518112182617,0.9572391510009766,0.00011639370495686308,0.9389411211013794,0.9646076560020447,0.9538131952285767,0.0001726609334582463,0.926148533821106,0.955872654914856,0.9409080743789673,0.00019485902157612145
1,0.8797239065170288,0.9444838762283325,0.9220287203788757,0.0010391189716756344,0.9423362612724304,0.9655202627182007,0.9574652910232544,0.00010190150351263583,0.928459644317627,0.9639992713928223,0.9502609968185425,0.0002725595550145954,0.9111701846122742,0.9528226256370544,0.936446487903595,0.00035595177905634046
1,0.873125433921814,0.9489309787750244,0.9317800998687744,0.002934703603386879,0.9300206303596497,0.9665757417678833,0.9550389051437378,0.0006232422310858965,0.906132698059082,0.9548136591911316,0.9465303421020508,0.0013862858759239316,0.8928382992744446,0.9467748403549194,0.9337536096572876,0.0016606963472440839
1,0.8632468581199646,0.9252340197563171,0.9127181768417358,0.0019767985213547945,0.9350917935371399,0.9521903991699219,0.9508377909660339,0.00017637803102843463,0.9124307036399841,0.9547107815742493,0.942974328994751,0.0006535715074278414,0.8965198397636414,0.9454018473625183,0.9314334392547607,0.0008622193709015846
1,0.863734245300293,0.9429365396499634,0.909371018409729,0.002531975507736206,0.9271568059921265,0.9674654603004456,0.9461560845375061,0.0004872578429058194,0.9050198793411255,0.9590798616409302,0.9352890849113464,0.000822738220449537,0.8883303999900818,0.9564000964164734,0.920380175113678,0.0012776245130226016
0,0.8841015696525574,0.9269932508468628,0.9136492609977722,0.0006681308732368052,0.942532479763031,0.9597823619842529,0.9516015648841858,6.41744991298765e-05,0.9236173629760742,0.9486773014068604,0.9412016868591309,0.0002558159758336842,0.9106758832931519,0.9414642453193665,0.9287328720092773,0.00024308939464390278
1,0.8817997574806213,0.944156289100647,0.9310797452926636,0.003404020331799984,0.9391050934791565,0.9634526371955872,0.9571889638900757,0.00033072452060878277,0.9229450821876526,0.9641649723052979,0.9503414034843445,0.0010103185195475817,0.9127081036567688,0.9568060636520386,0.9433842301368713,0.001213839277625084
0,0.901692807674408,0.9512478113174438,0.9358507394790649,0.0011981087736785412,0.9477522969245911,0.9642114043235779,0.9596887826919556,0.00011179492867086083,0.920831024646759,0.9539790749549866,0.9411513805389404,0.0003375631640665233,0.9117697477340698,0.9505683779716492,0.9390698671340942,0.0004386303189676255
1,0.9044642448425293,0.9249947667121887,0.9222346544265747,0.0002449596649967134,0.9515781402587891,0.960698127746582,0.9591561555862427,2.6723419068730436e-05,0.9092385172843933,0.9268975257873535,0.9242992401123047,0.00015309645095840096,0.9194183349609375,0.934994101524353,0.93364417552948,0.00011576095130294561
1,0.8658517599105835,0.93446946144104,0.9150395393371582,0.0034956377930939198,0.9380571246147156,0.9599493741989136,0.9514832496643066,0.00023476753267459571,0.9080727696418762,0.9635146260261536,0.9474906325340271,0.00178288365714252,0.8957850933074951,0.9572745561599731,0.9359280467033386,0.002327496651560068
1,0.856776237487793,0.9282125234603882,0.895689070224762,0.001234762603417039,0.9279637336730957,0.9558165669441223,0.9433883428573608,0.00023785934899933636,0.8954593539237976,0.9478578567504883,0.9290928840637207,0.0009352980414405465,0.8859233856201172,0.937414824962616,0.9187926054000854,0.0008931193151511252
1,0.9183667302131653,0.9444369673728943,0.9344647526741028,0.00020721484906971455,0.9462789297103882,0.9607496857643127,0.9508188962936401,2.9860024369554594e-05,0.9356269240379333,0.9569360017776489,0.9504421949386597,0.00015323309344239533,0.9189902544021606,0.9400146007537842,0.9333220720291138,0.00013129788567312062
0,0.9281098246574402,0.9409497976303101,0.9377606511116028,7.903551158960909e-05,0.9519667029380798,0.9630639553070068,0.9593132734298706,4.795846689376049e-05,0.931618869304657,0.9542080760002136,0.9451512098312378,0.0001305754267377779,0.926344633102417,0.9422504901885986,0.9393476247787476,0.00012009151396341622
1,0.8904825448989868,0.9379286766052246,0.9211769104003906,0.0007506658439524472,0.9400954842567444,0.9620193839073181,0.954252302646637,0.00014043512055650353,0.9289289116859436,0.9568029642105103,0.9486427903175354,0.0003031317319255322,0.9151566624641418,0.9442826509475708,0.9330804944038391,0.0002432462206343189
0,0.9051544666290283,0.9321503639221191,0.9267635345458984,0.00024257879704236984,0.9434769153594971,0.957125186920166,0.9517108798027039,4.3520700273802504e-05,0.926268994808197,0.9493299722671509,0.9410029649734497,0.00017296661098953336,0.9188710451126099,0.9403817653656006,0.9313771724700928,0.00014421131345443428
1,0.8901118636131287,0.9426200985908508,0.9289631247520447,0.001302849967032671,0.9431836009025574,0.9619078040122986,0.9567150473594666,0.00012054238322889432,0.9259892702102661,0.962325394153595,0.9464823603630066,0.0004048385308124125,0.9097519516944885,0.9528188109397888,0.9397381544113159,0.000590228009968996
1,0.8706607222557068,0.9430115222930908,0.9198861122131348,0.0020418083295226097,0.9344564080238342,0.960451602935791,0.951612114906311,0.00027795470668934286,0.9208959937095642,0.9657145142555237,0.948261022567749,0.0006104072090238333,0.9047383666038513,0.9589484333992004,0.9347772598266602,0.0006884609465487301
0,0.8026962280273438,0.9310250282287598,0.8901425004005432,0.004000133369117975,0.9159692525863647,0.9672681093215942,0.9469720125198364,0.0005189228686504066,0.8856065273284912,0.9693459868431091,0.929762065410614,0.0014331825077533722,0.870877206325531,0.9695531129837036,0.9182237386703491,0.001434697536751628
0,0.8935243487358093,0.9452171921730042,0.9224819540977478,0.0005801843362860382,0.9441764950752258,0.9623256325721741,0.9558007717132568,7.481958891730756e-05,0.9150964021682739,0.9469769597053528,0.9410246014595032,0.00045073445653542876,0.9143033027648926,0.9489394426345825,0.9401446580886841,0.00038258550921455026
1,0.8691310286521912,0.9475089311599731,0.9264702796936035,0.003354762913659215,0.9341614842414856,0.9634595513343811,0.9560374021530151,0.00047912297304719687,0.8906648755073547,0.9651710391044617,0.9362711906433105,0.0018870355561375618,0.8836247324943542,0.9615611433982849,0.9266709089279175,0.0018562490586191416
1,0.8801488876342773,0.9491254687309265,0.9283384680747986,0.0013574116164818406,0.9345558881759644,0.9622246623039246,0.9525145888328552,0.0002206916396971792,0.8834769129753113,0.9492672085762024,0.9358364343643188,0.0020148607436567545,0.8848578333854675,0.9521631598472595,0.9280723333358765,0.0012240801006555557
1,0.8968174457550049,0.9403842687606812,0.9218823909759521,0.00033161338069476187,0.9422785639762878,0.9596637487411499,0.9532707929611206,8.599880675319582e-05,0.9145567417144775,0.9559803605079651,0.940794825553894,0.0003945036150980741,0.9056476950645447,0.9432430863380432,0.9280538558959961,0.0002674513962119818
1,0.8792859315872192,0.9512205123901367,0.9264973998069763,0.0015128698432818055,0.9364415407180786,0.9675233960151672,0.9558265805244446,0.00037187858833931386,0.8972075581550598,0.9644992351531982,0.9389902949333191,0.0025210236199200153,0.8815876245498657,0.955808162689209,0.940030038356781,0.005098341964185238
1,0.881284773349762,0.9345356225967407,0.9113494753837585,0.0006403987645171583,0.9405605792999268,0.9565626382827759,0.9502317309379578,6.815339293098077e-05,0.9225048422813416,0.9562331438064575,0.9489197134971619,0.0003853724047075957,0.9076577425003052,0.9396588206291199,0.9329575896263123,0.00038794492138549685
0,0.8528982400894165,0.9553313255310059,0.9109801054000854,0.0026861662045121193,0.929571270942688,0.9676081538200378,0.9514117240905762,0.0003984211361967027,0.9119113087654114,0.9681893587112427,0.9467887878417969,0.0005982268485240638,0.8936987519264221,0.9650759696960449,0.9312300682067871,0.0008539360132999718
0,0.9054850339889526,0.9674465656280518,0.9537277817726135,0.00140748533885926,0.9486516118049622,0.9700443148612976,0.9620957970619202,0.00011489457392599434,0.9121355414390564,0.96486496925354,0.9611457586288452,0.001075690845027566,0.910670816898346,0.9641286730766296,0.953715443611145,0.0009105150238610804
1,0.8965171575546265,0.9553561210632324,0.9458847641944885,0.0014913128688931465,0.9452966451644897,0.9614487290382385,0.9551505446434021,8.213858382077888e-05,0.9193019866943359,0.9625235795974731,0.9434911608695984,0.0005830531008541584,0.9120479822158813,0.957105278968811,0.9377253651618958,0.0004946207627654076
1,0.9126416444778442,0.9383268356323242,0.936357855796814,0.00022360635921359062,0.9460083842277527,0.9569194316864014,0.9542176723480225,7.13737026671879e-05,0.9311437606811523,0.9566945433616638,0.9433658123016357,0.00012160786718595773,0.922614574432373,0.9485651254653931,0.9426121115684509,0.00021201418712735176
0,0.8717218637466431,0.9272448420524597,0.8936848640441895,0.00038802140625193715,0.9340938925743103,0.9595737457275391,0.9462335109710693,0.00015915912808850408,0.9165793657302856,0.955284059047699,0.9348797798156738,0.00042192477849312127,0.9041789174079895,0.9459397792816162,0.9278444647789001,0.00031739252153784037
1,0.9390038251876831,0.9542524218559265,0.9480378031730652,7.573831680929288e-05,0.9550269842147827,0.9632046222686768,0.9616199731826782,2.225261960120406e-05,0.940235435962677,0.9523323178291321,0.9518439769744873,0.00012140236503910273,0.9380720257759094,0.9516385197639465,0.946391761302948,6.59368306514807e-05
